"X","Y"
0.468468236271292,0.34321074165006
0.589020391460508,0.0945564319021675
0.145469654584303,0.0857784008121561
0.98789442400448,0.558165815480999
0.353211796842515,0.188854507260193
0.462445571552962,0.225605417851269
0.352032632799819,0.257253250555721
0.423462233040482,0.232648925436298
0.845008190255612,0.703459773190498
0.580772636225447,0.131819411094094
0.871495066210628,0.592860514681905
0.519466932630166,0.259755388091701
0.959805693477392,0.384122895938605
0.0861174499150366,0.0242219074195378
0.106244273018092,0.0536568227063082
0.18987841764465,0.125971923361444
0.251962377922609,0.0798109792065392
0.715564241399989,0.49235752006476
0.100240695988759,0.0250531932184796
0.338012364925817,0.197674359133256
