"X","Y"
0.553658208809793,0.347416247025135
-0.302724699489772,-0.151212459596964
0.545548181049526,0.0988393766701278
-0.0898496797308326,-0.045010550989703
-0.91020197654143,-0.269362278363273
0.0421070917509496,0.0271452679157088
-0.119635176844895,-0.0123205761120153
0.651346565689892,0.241592967563585
0.212536114268005,0.129012432529971
-0.454941896721721,-0.30051288072057
0.924506667070091,0.438774681305326
0.45812061522156,0.258141228515334
0.480297531466931,0.28850053600704
0.902326402254403,0.647178088132649
-0.0928141181357205,-0.091842155802152
-0.89292231714353,-0.119082200140131
0.74315033853054,0.384860433263184
0.062264577485621,0.0108064962883245
0.670818785205483,0.448011243667401
-0.357448063790798,-0.0332315531909761
