"X","Y"
0.0885568771045655,-0.992204279483154
0.697240424109623,-0.181663640890435
0.569810777902603,-0.88963549077165
0.542194520588964,1.7550486721888
0.131505953846499,-0.500722229618228
0.381046952912584,-0.531448007903689
0.336330114630982,-0.364775964642288
0.189538921928033,0.797120144127927
0.111494671320543,4.1662497510519
0.0682973118964583,-1.58169851945005
0.636881708633155,-0.326277470228723
0.174001696752384,0.187010193389581
0.415288760326803,0.0595029778528625
0.581868358422071,2.99974413173848
0.738063532626256,-0.539161352056107
0.183748843381181,-0.0323036842948247
0.716943105682731,-1.27453881050763
0.875170938670635,-0.0340187510989299
0.291648026090115,0.00125175798214078
0.335654205875471,-2.94554499038729
